geolocation_zip_code_prefix,geolocation_lat,geolocation_lng
7992,-23.286687698500874,-46.734477584300045
7995,-23.29555501494988,-46.729518355118856
7996,-23.29842585421904,-46.72536100670373
7997,-23.271635104183204,-46.735650005643556
7998,-23.293259042182722,-46.733359392893576
8010,-23.494222639325827,-46.438262361973386
8011,-23.495362043427065,-46.44672815165372
8020,-23.50473849635927,-46.44151198706839
8021,-23.500142370129407,-46.43458554897361
8022,-23.49374057311592,-46.42522895299648
8030,-23.50320576014991,-46.42228420833628
8031,-23.511353077474464,-46.42394850462806
8032,-23.51748678878717,-46.42678744635806
8040,-23.508119030075395,-46.44889652841769
8041,-23.51528265832234,-46.44075604391328
8042,-23.508136190329896,-46.434032808572816
8050,-23.51121324471153,-46.458844679310054
8051,-23.513077537836985,-46.467989003984286
8060,-23.502298712747805,-46.45241159279412
8061,-23.502757298862743,-46.464698280908905
8062,-23.510317364210426,-46.47319235181363
8070,-23.49603520471455,-46.46166831807453
8071,-23.490529381868818,-46.44991608053585
8072,-23.511511562483935,-46.4842937005647
8080,-23.48742211547328,-46.43002785592729
8081,-23.485889893023497,-46.4193466086646
8090,-23.479659412257398,-46.43334640491996
8110,-23.49831803726825,-46.399527552329054
8111,-23.491954685851876,-46.38006396693796
8115,-23.490456219882915,-46.389808767689914
8120,-23.503219552870185,-46.39614127696109
8121,-23.502133800699756,-46.38412893949837
8122,-23.49634685583082,-46.37943319385002
8130,-23.506883305455986,-46.373982505625875
8131,-23.5031441742866,-46.37623970915305
8132,-23.509929065049914,-46.37587149314251
8140,-23.51120389131011,-46.39933342623787
8141,-23.514486567730298,-46.39218021781278
8142,-23.518744840215422,-46.391346580406804
8143,-23.516933589426014,-46.46491137251483
8150,-23.518635254069064,-46.413806647070295
8151,-23.51833180985304,-46.403673752410334
8152,-23.51278444180859,-46.40688128770579
8160,-23.504404348720815,-46.41014654976519
8161,-23.503355580306227,-46.41384655153016
8180,-23.49269969912071,-46.42102612749886
8190,-23.487775825909658,-46.39398452629554
8191,-23.480853013664593,-46.383058295896014
8210,-23.536999211875866,-46.44959406372341
8215,-23.53983233291429,-46.44479870320023
8220,-23.537410323865338,-46.46658306778087
8223,-23.52685922041741,-46.47107205776288
8225,-23.529819075625554,-46.46178303972399
8226,-23.55225668420784,-46.53486170808572
8230,-23.523144691035252,-46.45294985547405
8233,-23.525816060505505,-46.47272284248948
8235,-23.521544604351487,-46.46654685686275
8240,-23.523590611508364,-46.443527397694496
8241,-23.51927987294932,-46.436539250878944
8245,-23.518935662877972,-46.44607289667942
8246,-23.531185574566038,-46.438007168288124
8247,-23.534801796444476,-46.43389170098682
8248,-23.529470748025428,-46.43362190816826
8250,-23.539944363160135,-46.439816187506
8253,-23.549136139521043,-46.43942597939029
8255,-23.550585623631214,-46.43584990862659
8257,-23.553466543775315,-46.428322341447135
8260,-23.565855116526446,-46.43493844446315
8265,-23.580336737877822,-46.45284045148394
8270,-23.561185904622896,-46.461300810487
8275,-23.57127586906545,-46.479396724588405
8280,-23.56118965884429,-46.47448584310014
8285,-23.553256361644554,-46.472658440618254
8290,-23.55364177873547,-46.452661287455506
8295,-23.54803516748414,-46.45929809989244
8310,-23.628942068896162,-46.4672167658442
8311,-23.631163944790963,-46.46582252355118
8320,-23.62705221927803,-46.473162413196306
8321,-23.60517912086352,-46.488969519908174
8330,-23.613843837563966,-46.467275229586726
8331,-23.609721993106092,-46.46916749859774
8340,-23.61010743964927,-46.46009483679291
8341,-23.601070948161325,-46.45358437934074
8343,-23.606127435337708,-46.44684713036638
8344,-23.609871314168224,-46.44916843361716
8345,-23.6101424821642,-46.444127390481555
8346,-23.55654141863099,-46.67832394580013
8347,-23.52033608464666,-46.577890557739416
8370,-23.608567051795053,-46.46347699100705
8371,-23.59668322338375,-46.43126800506238
8372,-23.60212253218954,-46.43667160303353
8373,-23.48244388001676,-46.64685124586851
8375,-23.600609746209475,-46.463232096684415
8380,-23.598861141327784,-46.44038224218923
8381,-23.607991705310162,-46.4307496005837
8382,-23.614691812954206,-46.43312243285143
8383,-23.56114794395027,-46.514805328513454
8390,-23.62711047279614,-46.4669488154222
8391,-23.593140793201087,-46.55624663672745
8395,-23.62246615128711,-46.4561532051222
8404,-23.529677395233367,-46.40945968428649
8410,-23.54890998191391,-46.42292496090773
8411,-23.553842470028954,-46.41230835575103
8412,-23.55234512423792,-46.407940793112274
8420,-23.54493260145606,-46.42885774341657
8421,-23.55922579053993,-46.4286353366644
8430,-23.526895092619128,-46.423911194933886
8431,-23.533393419283758,-46.41751608018298
8440,-23.533543038836083,-46.4104178379657
8441,-23.534897101836037,-46.41222140930638
8450,-23.543999145187104,-46.400186730160335
8451,-23.53931175923078,-46.400469886641815
8452,-23.532068071956992,-46.39737526240548
8460,-23.552819159342434,-46.40191167384357
8461,-23.559837152315534,-46.40422992054099
8465,-23.565992940006034,-46.398227800523166
8466,-23.541397850386776,-46.51534480931547
8470,-23.59063676727138,-46.40544553714187
8471,-23.602889158494673,-46.40002928160747
8472,-23.57111449373252,-46.403647942429444
8473,-23.583640893407363,-46.415647076605815
8474,-23.594829483255708,-46.412661455679434
8475,-23.588548090189523,-46.39957872251527
8485,-23.589955075176466,-46.41220586639828
8490,-23.573100861060343,-46.41539587519137
8500,-23.5448148814526,-46.365856492687776
8501,-23.541647542949867,-46.36097153205661
8502,-23.53947676549784,-46.35846761483802
8503,-23.548538484563693,-46.360508990244966
8504,-23.555663273412023,-46.36048638001304
8505,-23.552432266671612,-46.366659590261115
8506,-23.559035027237915,-46.37039629556568
8507,-23.561141284596566,-46.36751458230807
8508,-23.563868430206785,-46.36943596268342
8509,-23.568012263177422,-46.359758268838796
8510,-23.560029259302837,-46.359833442504026
8513,-23.57657956616993,-46.36527719924521
8514,-23.56808040065439,-46.367229298991155
8515,-23.57729927413651,-46.37411020714745
8517,-23.56892589286744,-46.37242830904842
8525,-23.558326428560218,-46.388477685048244
8526,-23.556512244298652,-46.383008472478984
8527,-23.553694097499296,-46.37892772018168
8528,-23.55408009521956,-46.37439775919687
8529,-23.547591306504795,-46.372874469674905
8530,-23.535249995085103,-46.371060344596
8531,-23.5398955986149,-46.37243377407236
8532,-23.538897638612582,-46.37795208408303
8533,-23.545704287907824,-46.379132134805864
8534,-23.550282671268963,-46.38612703836961
8535,-23.5526585802395,-46.38934441175048
8536,-23.54128677697378,-46.38542535008184
8537,-23.53297929709609,-46.39197731694009
8538,-23.530991120416004,-46.389921397686
8539,-23.53622365388216,-46.37575794916319
8540,-23.521333128409307,-46.381492516254916
8541,-23.52039186756291,-46.37405086923973
8542,-23.51684794253676,-46.370962909592414
8543,-23.524777642738677,-46.37378298008582
8544,-23.53174394857515,-46.36315036566325
8545,-23.532082650368192,-46.37039656564147
8550,-23.521944210545936,-46.34087492614053
8551,-23.52231969313153,-46.34861658234897
8552,-23.528382181486563,-46.35378870272508
8553,-23.52246677964441,-46.36355504875135
8554,-23.514817113492633,-46.36083962603234
8555,-23.510491000828786,-46.353472919738
8556,-23.514775679749775,-46.34803876628073
8557,-23.512737270121892,-46.342315440743086
8558,-23.50883338978464,-46.33532284499006
8559,-23.517485175413324,-46.335795779642396
8560,-23.53080074986904,-46.335356428520065
8561,-23.528199996456653,-46.34035409986554
8562,-23.531825413303835,-46.34493306106585
8563,-23.53344361631144,-46.350023988829626
8564,-23.53877847237823,-46.35194721552097
8565,-23.540554775962296,-46.34208700493809
8566,-23.54522218222076,-46.34714098098392
8567,-23.549190351458428,-46.35222982983538
8568,-23.555099899673362,-46.346887984718514
8570,-23.475560207306923,-46.35496713711063
8571,-23.484245609022675,-46.33718618456458
8572,-23.49682777054894,-46.341815227767235
8573,-23.49208198891802,-46.34993692750342
8574,-23.502430544452945,-46.353588691905934
8575,-23.49889643158341,-46.35834167666946
8576,-23.488983987496372,-46.35738119832365
8577,-23.486111454662215,-46.3667207653171
8578,-23.4692049979872,-46.38254469134295
8579,-23.46171345670186,-46.375834724614386
8580,-23.451383818049504,-46.34347817457571
8581,-23.457643035263185,-46.35420111964781
8582,-23.449962082419198,-46.35913785785096
8583,-23.445104372262904,-46.37446965996916
8584,-23.42758013219902,-46.34656242926071
8585,-23.488858329997143,-46.354513700028534
8586,-23.440429714931884,-46.33593612414126
8587,-23.431030687048217,-46.31623836570542
8588,-23.438957791052477,-46.319281378458804
8589,-23.43916869300753,-46.30216186378815
8590,-23.439104173019704,-46.276749993218495
8591,-23.45287450317579,-46.307056795717486
8592,-23.468873835409628,-46.29148240306665
8593,-23.474479864080735,-46.306470801924526
8594,-23.487369380055885,-46.30162214604124
8595,-23.46785190583161,-46.303486349256666
8596,-23.481237681026695,-46.315741872345264
8597,-23.460085722998173,-46.32066987382231
8598,-23.466988487507585,-46.32528745224136
8599,-23.465351131478307,-46.33959705106874
8610,-23.541564465809035,-46.30014585940994
8613,-23.540961275065246,-46.28675991494018
8615,-23.547817339445313,-46.29562373495023
8616,-23.557167128317072,-46.29273877279444
8620,-23.634049091979392,-46.294901191726005
8621,-23.533389538560343,-46.29819319994478
8625,-23.643542978799257,-46.31309904240693
8630,-23.64668857535988,-46.326893976771515
8633,-23.643593132336076,-46.311993874013055
8635,-23.66902206445216,-46.33321757384235
8640,-23.622525771818758,-46.32595623782947
8650,-23.574620518652843,-46.32362666480913
8653,-23.615174568083752,-46.318694417314134
8655,-23.593812738366193,-46.30568570187292
8656,-23.593134067158672,-46.305503081869595
8660,-23.559218820963455,-46.336321472089885
8663,-23.5683787548315,-46.33354383619189
8664,-23.557876941289948,-46.32636817750627
8665,-23.55913907953774,-46.31339528338651
8666,-23.574816367260638,-46.3077722188954
8670,-23.538308622865188,-46.3304265361429
8671,-23.544639792044695,-46.32694579681152
8673,-23.540539029037927,-46.31794954369798
8674,-23.54328354161044,-46.31303020637171
8675,-23.551729845164203,-46.313416040411035
8676,-23.553927490558316,-46.30691050096013
8680,-23.528295980520745,-46.32041331063883
8683,-23.52823329538844,-46.31095415308249
8685,-23.523438861296,-46.3049656577593
8686,-23.534685827652662,-46.28739484577064
8689,-23.528868142140443,-46.31457858145279
8690,-23.49809915521164,-46.3159558321391
8692,-23.50097956554683,-46.32166379791295
8693,-23.502318851022473,-46.30528241556756
8694,-23.511192262104764,-46.29582111132436
8695,-23.494702294035775,-46.27969800070663
8696,-23.509968872336355,-46.29020664503258
8710,-23.522840094345344,-46.1955458411618
8715,-23.525969997524804,-46.18844218219641
8717,-23.53978485023305,-46.19090421090353
8720,-23.540503138410866,-46.179515992743205
8725,-23.55415126218909,-46.1843794776775
8726,-23.559202521983153,-46.180584079236446
8727,-23.566454981502865,-46.1867163738463
8730,-23.53567115186183,-46.201138334692274
8735,-23.534371613792537,-46.212853320039
8737,-23.541494161505177,-46.205127355114236
8738,-23.552241458338024,-46.20076519558149
8740,-23.54285387223124,-46.21574595334229
8742,-23.54958192693329,-46.21381465338027
8743,-23.555409578770274,-46.21813225065052
8744,-23.547623460546827,-46.22699200612672
8745,-23.547270957714815,-46.233669621041315
8746,-23.55307325779805,-46.20220502298571
8747,-23.55820368508528,-46.209798818783575
8750,-23.548514659300917,-46.25089583769427
8751,-23.67605993284858,-46.23240124971569
8752,-23.543394600163566,-46.262085681846166
8753,-23.599734457721812,-46.24425352033103
8755,-23.557581573572353,-46.175052153321076
8760,-23.561696330882008,-46.221453089338326
8761,-23.561245022024067,-46.21910651013282
8762,-23.572856395674282,-46.22173824466213
8763,-23.57201202255187,-46.219148024353075
8765,-23.67266387719291,-46.1833131521842
8766,-23.526640124463405,-46.20000364270791
8767,-23.638782390338445,-46.122668018365836
8770,-23.516452223980362,-46.20602049086485
8771,-23.463691159835836,-46.152862551261045
8772,-23.47972043266996,-46.28060346557528
8773,-23.5136116256754,-46.18967506489793
8774,-23.472431708106374,-46.27637913641988
8775,-23.49970230179501,-46.185232958890026
8779,-23.358797292752108,-46.15837918719848
8780,-23.520213894289626,-46.1773226916366
8790,-23.52892823325506,-46.17165148842831
8793,-23.540872984544,-46.1642899242929
8795,-23.532002301785656,-46.17979628874058
8810,-23.501501454838426,-46.15067015542788
8820,-23.508938946125415,-46.15005921825602
8830,-23.51562982228004,-46.141112172039605
8831,-23.557714524190416,-46.179629711201656
8832,-23.516913648399587,-46.10417245526518
8833,-23.521905936795317,-46.16167840664869
8840,-23.482177500178658,-46.13804883519811
8850,-23.484291191821647,-46.08949684756371
8880,-23.51997594705605,-46.187566076448434
8900,-23.404915542335686,-46.04306997289357
8940,-23.574501079606897,-46.04031556607301
8970,-23.531454479508646,-45.84898375245855
9010,-23.65948320175806,-46.525087642099905
9015,-23.659363636440858,-46.52318334052173
9020,-23.661829862870693,-46.526935182825184
9030,-23.668868124421508,-46.526520322958525
9040,-23.663842697059174,-46.53296352289973
9041,-23.66344269074567,-46.53860705845501
9050,-23.67416145710767,-46.545217141336465
9051,-23.678473176109634,-46.55118175914322
9060,-23.665535515458636,-46.54911497019457
9061,-23.650519176367382,-46.55912992062539
9070,-23.64365536920469,-46.54636839196644
9071,-23.652181912549352,-46.54881382269007
9080,-23.640443596560726,-46.541742273007685
9090,-23.652250899830324,-46.53834444978406
9091,-23.658103623445964,-46.54589014477939
9110,-23.671410321922412,-46.50607463708344
9111,-23.671209032059874,-46.49116730072025
9112,-23.668005562067165,-46.492038548281265
9120,-23.67872850029644,-46.49606223946506
9121,-23.681514252303955,-46.50092180775808
9124,-23.736833779153557,-46.479117959776026
9130,-23.689444627914778,-46.50501034876412
9131,-23.694922546257125,-46.497118306772464
9132,-23.703763476578192,-46.50175227112771
9133,-23.739452495644574,-46.49161359296361
9134,-23.731374925340432,-46.47892573689434
9139,-23.702514826598424,-46.52185803967296
9150,-23.777932757452305,-46.30307188275697
9160,-23.764558763209905,-46.46344603292595
9161,-23.766565903593463,-46.459374519440935
9163,-23.76294585048319,-46.473361103844674
9169,-23.71190177834374,-46.515225502546826
9170,-23.70854496548124,-46.508888110317464
9171,-23.700197687438834,-46.51312842218974
9172,-23.693588575286977,-46.512725657630014
9175,-23.68635904462997,-46.51707802760377
9176,-23.67894521757313,-46.518401640158366
9180,-23.693393193642322,-46.523184416465625
9181,-23.683272109835034,-46.52523302908342
9182,-23.697396339460553,-46.53032152014561
9185,-23.6829412447182,-46.53548743908488
9190,-23.67391548382347,-46.53815742287354
9195,-23.676369727946067,-46.51462732950938
9210,-23.637381848852485,-46.52809787861087
9220,-23.622287896060012,-46.536900867948354
9230,-23.620578011882554,-46.527409786403275
9238,-23.66400267860233,-46.52309420774424
9240,-23.629487050309777,-46.52414775441369
9241,-23.632659333558596,-46.51930571108431
9250,-23.624085747491286,-46.51490584603828
9251,-23.630386001373818,-46.50749026337424
9260,-23.63107584294424,-46.49643229952414
9270,-23.640563722528213,-46.49443184221042
9271,-23.641860793712077,-46.50072807238241
9272,-23.65305068147205,-46.51319933542339
9273,-23.655259151704275,-46.5026771362366
9274,-23.656604474999934,-46.497593835999965
9280,-23.640143776337073,-46.51615947521017
9290,-23.65236127141829,-46.50789694256687
9291,-23.64510056645669,-46.51920051327397
9310,-23.67034845903575,-46.451225853193726
9311,-23.67804543953714,-46.4502030009835
9312,-23.670019203214565,-46.445075268614175
9320,-23.660030872728164,-46.44151148849928
9321,-23.648730193239803,-46.436306740158656
9330,-23.662298503303177,-46.421695120482426
9331,-23.673149270468027,-46.41985501627954
9332,-23.65693659480083,-46.41797406476566
9333,-23.648718716107382,-46.41773261934038
9334,-23.667685116586767,-46.40768678365547
9335,-23.664871555007743,-46.41677139888487
9336,-23.663212563450802,-46.41528666488519
9340,-23.67140671874026,-46.430267450470716
9341,-23.673607729060794,-46.42031224979211
9350,-23.680729252163324,-46.44423827270244
9351,-23.684033795365618,-46.438790462630976
9360,-23.684914927517177,-46.45695782334157
9361,-23.696375623592314,-46.455792948524845
9370,-23.678575022664635,-46.465083877454624
9371,-23.6698729598244,-46.47621306270231
9372,-23.695111596533234,-46.46557349446499
9380,-23.64173599837453,-46.47864502112122
9381,-23.65890825724862,-46.46546353843509
9389,-23.630322456575602,-46.47923058090485
9390,-23.654195034752092,-46.45365381825393
9391,-23.65085190334761,-46.44685783667512
9400,-23.71185145161214,-46.412441498836756
9401,-23.70447660481648,-46.40983373852155
9402,-23.703752116915318,-46.416236735595454
9403,-23.693170992258192,-46.43698541631066
9404,-23.684672804941748,-46.41519960063821
9405,-23.700765771223814,-46.4043333118322
9406,-23.710828956802267,-46.40052291857907
9407,-23.70327693014275,-46.388611900126875
9410,-23.7108289355313,-46.390518872708085
9411,-23.718907865445058,-46.39471606155454
9412,-23.73270716853024,-46.41791648980627
9413,-23.739522815016546,-46.43177633617864
9414,-23.747396727771573,-46.436788773314454
9415,-23.755018501310452,-46.441857353060016
9416,-23.738855470323358,-46.4471409713536
9420,-23.719223330072495,-46.4132077963443
9421,-23.721972493547124,-46.419990961306205
9422,-23.7186325177782,-46.42150732572009
9423,-23.720282854284,-46.42575854777838
9424,-23.714274716671557,-46.418734488865994
9425,-23.70941271709073,-46.4279537491553
9426,-23.698125557972265,-46.42789185596777
9430,-23.700354958798826,-46.396752462791305
9431,-23.691430316709738,-46.38223845896691
9432,-23.687319828183437,-46.39328579315942
9433,-23.66781741101772,-46.385200281213116
9434,-23.660041518629356,-46.372941065863955
9435,-23.65373257481298,-46.36491300013327
9436,-23.65131720493366,-46.366823595264464
9440,-23.689816650485024,-46.371245743447716
9441,-23.68376572761572,-46.375557509915964
9442,-23.678432062239928,-46.356357506225756
9443,-23.68064494696187,-46.34951520939183
9444,-23.69444408670574,-46.343265747314376
9445,-23.700585600921578,-46.36226409652016
9450,-23.745624893916617,-46.394620336946865
9510,-23.61565575708682,-46.57186007842897
9520,-23.608506343913923,-46.57128157988514
9521,-23.613181012802634,-46.57287321457433
9530,-23.621542891813732,-46.57510268453868
9531,-23.61999668837158,-46.5708999388835
9540,-23.62496842079662,-46.56619435528589
9541,-23.62020569014463,-46.56414467348053
9550,-23.6174243030369,-46.55188178218849
9551,-23.62345398420194,-46.55303956271459
9560,-23.63264241370576,-46.55438133370329
9561,-23.639014704435137,-46.55693757893049
9570,-23.63274491727468,-46.56543098226678
9571,-23.63490255630611,-46.564837338912426
9572,-23.642441270973286,-46.56083126678533
9580,-23.642770217266186,-46.57208010294459
9581,-23.635291695497436,-46.57828849488683
9600,-23.672225430873283,-46.55577577291885
9601,-23.671572993135396,-46.559394474470984
9602,-23.661977459043328,-46.56459334423684
9603,-23.662102724337146,-46.56452843703353
9604,-23.65699421001658,-46.56881414490556
9605,-23.658966233092343,-46.56735458711242
9606,-23.675807830245535,-46.56182636859772
9607,-23.673552353222416,-46.56139692689741
9608,-23.674850490823513,-46.56592375449048
9609,-23.667850555140706,-46.56897785665988
9610,-23.66734829324193,-46.56828104445857
9611,-23.66209574715793,-46.57029865696226
9612,-23.657824149007386,-46.57140691205228
9613,-23.670914716555863,-46.565135129733704
9614,-23.66958080972685,-46.55629711235039
9615,-23.6787519584292,-46.55814401491674
9616,-23.662449261189224,-46.55951709887572
9617,-23.66720323526326,-46.559306153914356
9618,-23.66806981449864,-46.56449853172679
9619,-23.66583643434327,-46.564473491243454
9620,-23.667139450778258,-46.57045697896808
9621,-23.66461544500966,-46.57168023177565
9623,-23.660872416235335,-46.572542970985715
9624,-23.656212229743875,-46.573772500316295
9625,-23.661090346529676,-46.56669030628887
9626,-23.657930372897923,-46.5700170857838
9627,-23.658316469386005,-46.566318294378625
9628,-23.66130475506377,-46.564296407294165
9629,-23.65670990717926,-46.56723401812807
9631,-23.658945536464802,-46.561991124461365
9632,-23.654310706008836,-46.56562201958857
9633,-23.654337222511014,-46.567209265542544
9634,-23.652578889833173,-46.569112967690785
9635,-23.66168697309198,-46.56555990420881
9636,-23.65222654150357,-46.574441179188376
9637,-23.65242746282808,-46.57422435104437
9639,-23.6468893215683,-46.58020655386782
9640,-23.656628837404295,-46.574868626731536
9641,-23.65571630050901,-46.57682036210571
9642,-23.649049304455044,-46.57660648950891
9651,-23.658350253818742,-46.58023068899425
9655,-23.655481847595084,-46.59460100325933
9656,-23.65996077224967,-46.60435873946345
9657,-23.666908020826618,-46.60932320706501
9660,-23.655243172260427,-46.594071420262004
9661,-23.660864966338345,-46.59644061310161
9662,-23.660844018358976,-46.599421233500735
9663,-23.655720170033252,-46.59858235411506
9664,-23.658375841125462,-46.60461841761926
9665,-23.65882029775716,-46.60882817962181
9666,-23.659009237227743,-46.60663437737784
9667,-23.66162625094409,-46.60881810833674
9668,-23.6626021681704,-46.61213718089104
9669,-23.662435827373987,-46.60776237256183
9670,-23.661794283279335,-46.604347080888225
9671,-23.664479629322727,-46.60605653702866
9672,-23.660708949930893,-46.602374287972594
9680,-23.664601641025058,-46.58159516068183
9682,-23.66773038286053,-46.597567287097554
9683,-23.667795592362726,-46.59624612117639
9684,-23.666856195236107,-46.59433391083227
9685,-23.665199070671274,-46.59231940089957
9686,-23.668870076196757,-46.59314396176752
9687,-23.67339363342445,-46.59524050907027
9688,-23.672621774030514,-46.592626443832195
9689,-23.668365154906958,-46.5914844654298
9690,-23.675120520463548,-46.59061531395744
9691,-23.669855509401188,-46.589828905516704
9692,-23.668410207025158,-46.58768806352213
9693,-23.6652414649086,-46.58843649949075
9694,-23.67103703273756,-46.581018365360634
9695,-23.672805473458297,-46.57212234865133
9696,-23.67486999999994,-46.55761999999999
9710,-23.710466484131683,-46.54893965048128
9715,-23.715655922883037,-46.545747829147714
9720,-23.71560389581899,-46.5540847126564
9721,-23.71964586603909,-46.5475254638554
9725,-23.706316018037764,-46.55695623040589
9726,-23.688079710607827,-46.56182137843305
9732,-23.68238569130247,-46.56105342253513
9750,-23.68811895807677,-46.553221750653805
9751,-23.6913846262179,-46.54373229668176
9760,-23.699068218670835,-46.542196940263686
9761,-23.708765360343428,-46.52821796690188
9762,-23.706205281409957,-46.52050115474515
9765,-23.70749663308937,-46.53390666913494
9770,-23.70833298877597,-46.54304093397288
9771,-23.70391466484698,-46.54294064122093
9772,-23.71298354371577,-46.53961826293497
9780,-23.715049594657156,-46.53726820837794
9781,-23.72514288674051,-46.53423288763656
9782,-23.728387803688904,-46.53707339782874
9783,-23.723041140827767,-46.52916433209305
9784,-23.71787128505164,-46.52491759586997
9785,-23.709470844712847,-46.54088179049874
9790,-23.727992215300556,-46.542847789990844
9791,-23.74086261146305,-46.5318966631633
9792,-23.744510387209566,-46.54078887232145
9810,-23.719576291836987,-46.564753092486725
9811,-23.727016656204924,-46.56057269276542
9812,-23.72488504911052,-46.570414288708626
9820,-23.740896772127147,-46.55520335320268
9821,-23.751567598813367,-46.55710966033656
9822,-23.75978484673306,-46.54376717935722
9830,-23.790086902423358,-46.53776274305947
9831,-23.792495614905768,-46.54033760210219
9832,-23.77680454764223,-46.51538272042319
9834,-23.805185260686933,-46.442695089812574
9835,-23.83036988523655,-46.58709203081105
9836,-23.806881,-46.617536807166026
9837,-23.821662070042354,-46.56666202847232
9838,-23.843276192986213,-46.564234556541656
9840,-23.73782689631231,-46.57487165420056
9841,-23.73747672685174,-46.57577622440741
9842,-23.753745460203838,-46.59114822278003
9843,-23.770321825801556,-46.594759791273574
9844,-23.7580269311569,-46.57739940298597
9845,-23.742027637064275,-46.57190358546558
9846,-23.73513558914112,-46.575787532740954
9847,-23.755443754564087,-46.58484967316456
9850,-23.725231104378484,-46.58203502122138
9851,-23.715284739525167,-46.59045718465919
9852,-23.729244704545895,-46.59517054648574
9853,-23.738318909397083,-46.59447666790097
9854,-23.753035244413926,-46.597209507620114
9855,-23.731865047696136,-46.58917398288985
9856,-23.733915063633745,-46.60524801905269
9857,-23.747386703980514,-46.61682639510686
9860,-23.707691534778174,-46.57672275248883
9861,-23.707693503963625,-46.581331687353014
9862,-23.701153113067193,-46.58292897999655
9869,-23.722644793314398,-46.57386288954881
9890,-23.69476541149836,-46.568130798117934
9891,-23.685798014930246,-46.57089267384955
9892,-23.683099474120286,-46.57520551085797
9894,-23.677243371241495,-46.57640220742239
9895,-23.70442740492646,-46.570177102858786
9896,-23.70361931371571,-46.56388329504261
9910,-23.69134216701428,-46.62898847868135
9911,-23.689282735862996,-46.61971483359872
9912,-23.689612630008693,-46.61559771019248
9913,-23.68118390492665,-46.629991414909725
9914,-23.69070980716748,-46.631571011840556
9920,-23.68166159783415,-46.623333307785806
9921,-23.679787131595923,-46.61283983168333
9930,-23.670748715932554,-46.61671193228681
9931,-23.666661956738853,-46.622739469527986
9932,-23.665255092750805,-46.61635840709583
9940,-23.6690536266395,-46.603719967761066
9941,-23.678007352881675,-46.60297825101523
9942,-23.682696659983694,-46.598732277794575
9943,-23.671934449855055,-46.60044151520682
9950,-23.683536618616507,-46.58651864788761
9951,-23.689006218373418,-46.590933120828765
9952,-23.69218591072083,-46.59867493483722
9960,-23.6952322756869,-46.59759930295141
9961,-23.70246541299073,-46.596051578023875
9962,-23.700395856148095,-46.59795454675902
9963,-23.704824811497758,-46.59651774485365
9970,-23.71869029219052,-46.61150583646395
9971,-23.725848384706723,-46.621347285188676
9972,-23.72158413382707,-46.61906436172911
9973,-23.71787612156559,-46.61689252670495
9974,-23.718924070489482,-46.61210590677813
9980,-23.705515019214772,-46.61148022304412
9981,-23.706676831947785,-46.6086279835137
9990,-23.696727674576163,-46.616908186711335
9991,-23.695093827731004,-46.61223976767647
9992,-23.69989354194379,-46.62342624723545
9993,-23.703000438520444,-46.62159647392934
11010,-23.933572609891637,-46.329625277598225
11013,-23.93770164050835,-46.32599744254461
11015,-23.95315331127146,-46.31920772096954
11020,-23.968456147951247,-46.30547007327231
11025,-23.970493176810955,-46.30819529114143
11030,-23.98485830470597,-46.30206995146365
11031,-23.93304734722135,-46.32555732001268
11035,-23.980419737383784,-46.30448134840117
11040,-23.972315584927916,-46.31441392365003
11045,-23.969746244887734,-46.321938826751385
11050,-23.957512627903697,-46.32679999074166
11055,-23.965733873195106,-46.32872174420308
11060,-23.962573924300283,-46.33409872636019
11065,-23.965227243543826,-46.34358134349832
11070,-23.956747673686184,-46.345271969117434
11075,-23.95460047631286,-46.3377311534732
11080,-23.944443210167957,-46.35173472578567
11081,-23.9347458763459,-46.34297478233758
11082,-23.938905885968545,-46.33965586314025
11085,-23.937828782369905,-46.35659153288516
11086,-23.945181237945636,-46.37439582171989
11087,-23.946156620143455,-46.379167081493435
11088,-23.940910798171345,-46.384935389282745
11089,-23.940192910182187,-46.36943044979018
11090,-23.937199995920537,-46.3763524828186
11095,-23.927265821556666,-46.37847494477222
11200,-18.43289628656969,-43.57730621812254
11250,-23.818390396830004,-46.080623703430746
11310,-23.967496128452172,-46.386454598108664
11320,-23.97008658151105,-46.37258888672381
11325,-23.98647854243764,-46.391656285382474
11330,-23.96797904515915,-46.402461405350664
11335,-23.965364957343798,-46.41205736566614
11340,-23.957720257420597,-46.40717549525371
11345,-23.988076947317097,-46.47919474051287
11346,-23.983340387393454,-46.48798773268119
11347,-23.981604818136375,-46.46564557939346
11348,-23.95538674459311,-46.4557497874007
11349,-23.950464875942387,-46.457695758907946
11350,-23.944632253958382,-46.415018321656575
11355,-23.9517700456528,-46.408140100784905
11360,-23.947144041145506,-46.397611808725934
11365,-23.95449163017516,-46.39512272689161
11370,-23.955980420412022,-46.381614524106794
11374,-23.99016674581044,-46.47193698078343
11380,-23.959894868797257,-46.37279450084673
11390,-23.96194269902421,-46.38211637150603
11410,-23.99521920441771,-46.25972348534889
11420,-24.008101778173305,-46.2720020139474
11421,-24.01355135269556,-46.28257370581274
11425,-23.99756705630525,-46.30320482972256
11430,-23.99394356452367,-46.2848881865308
11431,-23.9958261994328,-46.27873912129404
11432,-23.987614013313628,-46.27036608226021
11435,-23.97685541943742,-46.25984968032112
11436,-23.971208395661474,-46.25152420256195
11438,-23.964105436513734,-46.24706218089051
